"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AWJ11_04705",5.12204255114969,-1.55498909626456,0.936453146747358,-1.66050923280636,0.0968120520675296,0.120091761115915
"AWJ11_14785",27.9202315682585,-0.596051460246452,0.359448433262082,-1.65823913832963,0.0972692079395283,0.120607149861609
"AWJ11_00915",5.74263682474172,-1.41892816615455,0.855926196508791,-1.6577692935935,0.0973640413676896,0.120673034568777
"AWJ11_06005",290.924236989969,-0.22281749471301,0.134448816000022,-1.65726632143026,0.097465643127073,0.120747247949379
"AWJ11_05270",980.843578439423,-0.15486119162214,0.0935542863057502,-1.65530835344122,0.0978619653314713,0.121186361861052
"AWJ11_01520",94.2322487590732,0.322223537922599,0.194714008166718,1.65485545162577,0.0979538226023823,0.121248230372667
"AWJ11_09920",381.228700587134,0.209005690080883,0.127601224780118,1.63795990548712,0.101430057968262,0.125497472321569
"AWJ11_10280",79.1483620099451,-0.366448472849751,0.22465249221452,-1.63117920143005,0.102852512577504,0.127203064700554
"AWJ11_07195",392.293910433802,-0.190445992438631,0.116784669357961,-1.6307448013993,0.102944178984366,0.127262047834582
"AWJ11_02505",576.293256057565,-0.175659254747409,0.108247861949597,-1.62275033967138,0.104642785503363,0.129306670045573
"AWJ11_07785",160.688608192531,-0.270116362211414,0.166518829381308,-1.62213704729379,0.104774007259595,0.129413562530631
"AWJ11_00115",12.6178462933655,-0.919739064953201,0.567302791002129,-1.62124896887692,0.104964254528446,0.129593239166093
"AWJ11_12830",30.3998970545163,-0.580688652883688,0.358650657729813,-1.61909267519355,0.105427324586257,0.130053997166508
"AWJ11_15495",1533.31499580378,0.136828809551294,0.0845052487948056,1.61917527612445,0.105409555998196,0.130053997166508
"AWJ11_16860",34.1404218120555,-0.56560151239192,0.349903438946506,-1.61645028152579,0.105996994627052,0.130701023626199
"AWJ11_05985",12.1998174133933,0.82878603270984,0.517333505880286,1.60203432271333,0.109148019834547,0.134529118143602
"AWJ11_02985",630.334940281392,0.161914417804104,0.101543347884517,1.59453495652167,0.110816267719019,0.136527151459703
"AWJ11_05675",24.7720279480502,0.61525847217812,0.386026260584381,1.593825433655,0.110975139291857,0.136664703451334
"AWJ11_02210",1379.19452901832,-0.152168705681248,0.0957398631041353,-1.5893975690746,0.111970663086109,0.137832028486261
"AWJ11_09985",5891.91021959734,-0.149105776784156,0.0938554548522256,-1.5886745956207,0.112133877270017,0.137974252049077
"AWJ11_00145",1187.29514075858,0.139394618956554,0.0878535584234889,1.58667015267175,0.112587369705135,0.138414548821861
"AWJ11_09595",11.8930618480921,0.853813236819431,0.538114588585904,1.58667550542189,0.112586156757102,0.138414548821861
"AWJ11_09095",321.213243461523,-0.19481662530368,0.122882107151478,-1.58539456898739,0.112876714364297,0.13871134240776
"AWJ11_01810",7.42733643516738,-1.13776612303195,0.719820743857499,-1.58062424949674,0.11396397783505,0.139988010125057
"AWJ11_08845",402.56220888144,-0.207341725933958,0.131202307055041,-1.58032073206591,0.114033434362158,0.140013898618619
"AWJ11_10115",659.348309378163,-0.172369021400068,0.109156369359857,-1.57910181889449,0.114312704564571,0.140297271844728
"AWJ11_00725",13.7936672584392,0.76864431176281,0.488329877778075,1.57402679365059,0.115481255231563,0.141671366104342
"AWJ11_04945",11.6878524617269,0.823993789691265,0.524192708812841,1.57192913185953,0.115966987533239,0.142206975390337
"AWJ11_09765",103.784058578492,0.310774063987915,0.198728937308082,1.56380881515073,0.117862473498427,0.144470139053134
"AWJ11_09190",762.035302093545,-0.146984142948909,0.0940171761444659,-1.56337542751821,0.117964316359785,0.144533755946325
"AWJ11_02750",13.0218386612823,0.787830703314315,0.504441850581751,1.56178695801259,0.118338185208298,0.14493047312434
"AWJ11_08145",23.9004781141816,0.584083651564035,0.374793746234537,1.55841354727015,0.119135247257641,0.145844926211342
"AWJ11_02245",1019.36220482222,0.15823635936559,0.101676014165157,1.55628011842162,0.119641496990737,0.146402745154838
"AWJ11_09925",330.946170512906,0.199586867300175,0.128317538727322,1.55541377491897,0.119847555533236,0.146592910276072
"AWJ11_07615",895.529305928448,-0.17026574875477,0.109841873977397,-1.55009872455204,0.121117822147387,0.148084063073315
"AWJ11_12300",2148.95149453957,-0.137032840876615,0.0884274794658079,-1.54966354016232,0.121222293481794,0.148149204956213
"AWJ11_03005",213.916436353067,-0.226038578553868,0.146019780444325,-1.5479997152855,0.12162236506005,0.148575400795181
"AWJ11_10650",51.6961694581653,-0.409718689737597,0.264911056571052,-1.54662736633533,0.121953126791889,0.148916602926467
"AWJ11_03820",106.641576521326,0.28654023213003,0.185404781376357,1.54548458784553,0.122229093994815,0.149190636027412
"AWJ11_09575",143.073293961279,0.268535786318115,0.174099025226563,1.54243130292462,0.122968819685783,0.150030254709383
"AWJ11_10750",866.682786916406,-0.155265430723883,0.100893761081871,-1.53890021601922,0.123828658440834,0.151015650032774
"AWJ11_16325",21.8762221160105,0.602649438447231,0.392540194872757,1.5352553606455,0.124721114521928,0.152039977011988
"AWJ11_16320",48.2790719740106,0.41161161347923,0.268741939463805,1.53162403419608,0.125615238112987,0.153065473304835
"AWJ11_05495",671.487600111414,-0.166769632392941,0.108957313845123,-1.53059603350717,0.125869262647475,0.153310457113549
"AWJ11_06235",270.197547919681,0.200820075663058,0.131395060797579,1.52836852804103,0.126421064221286,0.153917778652252
"AWJ11_04235",13.056669185045,0.779664767037519,0.511288774840547,1.52490100585656,0.12728379096718,0.154902981942397
"AWJ11_01430",259.187721414099,0.205628172513142,0.135102296277115,1.52201833854377,0.128004485742964,0.155714578285052
"AWJ11_02785",4.7680233141731,-1.44540955408902,0.953975478237415,-1.51514329986719,0.129736118297334,0.157754758971632
"AWJ11_16965",20.9852823476167,-0.656087140859576,0.434007998411093,-1.51169366293137,0.130611811501265,0.158752869586166
"AWJ11_08470",13.2672419008125,0.733061267796847,0.485148858335273,1.51100276791798,0.13078774566171,0.158899973108727
"AWJ11_06745",85.4431329033118,0.337344959627432,0.223536193587945,1.50912903281013,0.131265811483038,0.159413872610957
"AWJ11_01990",14.6349716169248,-0.823040479749227,0.545486205463506,-1.50881996924171,0.13134479613928,0.159442885917397
"AWJ11_02775",1197.96346567852,-0.160113942704442,0.106589546128742,-1.50215427797255,0.133057269811067,0.161453978546427
"AWJ11_09070",156.476757841427,-0.242845413531988,0.161722617818089,-1.50161688456682,0.133196080206217,0.161554675656661
"AWJ11_05445",16.2616142850636,-0.72784404909306,0.485845114805157,-1.49809893505866,0.134107547753338,0.162504855101204
"AWJ11_13200",518.305038591504,-0.165151637277128,0.110252246168831,-1.49794351603711,0.134147926343046,0.162504855101204
"AWJ11_14400",182.376965630881,-0.228575077092053,0.15258641262234,-1.49800413525541,0.13413217606793,0.162504855101204
"AWJ11_07860",245.609969803926,-0.232096658452294,0.155207644845291,-1.49539449995292,0.134811515114603,0.163240386921197
"AWJ11_11430",105.341522093707,0.295864145153918,0.19812443290332,1.49332488082523,0.135352165752003,0.163826502587327
"AWJ11_12355",6.34768362558663,-1.20121793081284,0.805913998898934,-1.49050386574,0.136091800783372,0.164652872686906
"AWJ11_04100",12.9110403637852,0.754038727711965,0.509127316956064,1.48104158350835,0.138595492832677,0.167611933246037
"AWJ11_02955",145.120839831183,-0.268872618817571,0.181796801800492,-1.47897331611278,0.139147446641214,0.168209152288919
"AWJ11_09995",259.797667127784,0.212603524897281,0.143781518709689,1.47865683159566,0.139232055245107,0.168241155690747
"AWJ11_03460",195.022716065514,0.222026007150306,0.151415810545248,1.46633304904416,0.142557576072653,0.172187656575233
"AWJ11_13920",266.980453845591,0.194038415064509,0.132602862784229,1.46330487133033,0.14338397539272,0.173113568955582
"AWJ11_15290",578.543240729769,-0.169411432609554,0.116246081891122,-1.45735176492424,0.145019304527475,0.175014957173692
"AWJ11_16400",14.5078696225001,-0.750553156541724,0.515261204716172,-1.45664596843684,0.145214131677701,0.17517703087756
"AWJ11_14295",35.6822123724583,-0.472986294038988,0.324936420225201,-1.45562720765859,0.14549570251513,0.175443567949495
"AWJ11_03730",1765.02913264237,-0.125637655014484,0.0863448454287682,-1.45506838758697,0.145650329799121,0.17555687398528
"AWJ11_08960",28.5772280155128,0.494517891128163,0.340639277549076,1.45173479314028,0.146575361016292,0.176598290916382
"AWJ11_07230",302.920394074898,0.18838512056854,0.12982801627677,1.45103596258404,0.146769846439708,0.176759024384734
"AWJ11_03290",31.4566469574527,-0.491977962947619,0.339696870123103,-1.44828523962947,0.147537293971095,0.17760937136121
"AWJ11_01760",13.922531384633,-0.742650728146624,0.513142261856651,-1.44726089303104,0.147823867598644,0.177867423360914
"AWJ11_10610",12.7825186090343,-0.76732100382972,0.530254796256638,-1.44707979870557,0.147874575192246,0.177867423360914
"AWJ11_06320",21.4206541765117,0.566224601932265,0.391497256789575,1.4463054136714,0.148091558002792,0.178054411657698
"AWJ11_07325",19.3240839711231,-0.621776835333594,0.430006158045314,-1.44597193249514,0.148185074376636,0.178092859321422
"AWJ11_15590",30.6300492497585,0.487923682084353,0.338651859618227,1.44078252703058,0.149646131288164,0.179774140285574
"AWJ11_11885",19.5352737757162,0.614247069136447,0.426420437468017,1.44047286472407,0.149733661756513,0.179804654408028
"AWJ11_16255",1580.96247082132,0.119365605276878,0.0829681756082564,1.43869145490768,0.150237961466095,0.180335404596798
"AWJ11_14500",26.6711707626417,-0.535715847705756,0.37334308531974,-1.43491568150232,0.151311126513148,0.181548258759971
"AWJ11_12000",2857.17267878051,0.114251248189199,0.0798204458820904,1.43135316931165,0.152329022797891,0.1826938217891
"AWJ11_15385",147.778535751224,-0.28542126610955,0.199900513045406,-1.42781657616216,0.153344660419314,0.183835727942624
"AWJ11_11245",216.071984021802,0.232060326887623,0.162575350791278,1.42740166795367,0.15346415034495,0.183902795485832
"AWJ11_11130",9.17044282554473,-0.916206376310123,0.642825402804974,-1.42528028965913,0.154076195365479,0.184559813488285
"prfA",1838.59330546519,-0.137801828745995,0.0969711406416794,-1.42106020238733,0.155299258455961,0.185947891589388
"AWJ11_08020",1892.33191882067,-0.115986417405761,0.0817247243198482,-1.4192328988694,0.155831127524832,0.186507561231126
"AWJ11_09780",266.371642105214,-0.200720771653505,0.141455061835603,-1.41897199752936,0.155907180116708,0.186521446572036
"AWJ11_06390",10854.7303095232,0.12252168432489,0.0867876698065783,1.41174068387768,0.158026329474552,0.188978594007997
"AWJ11_10235",6.72240723238127,-1.07198966607152,0.761970075911379,-1.40686583366063,0.159467176518306,0.190622886759181
"AWJ11_14955",15.4568748408896,-0.702671849425042,0.500111295578725,-1.40503095138436,0.160012074695821,0.191195270094841
"AWJ11_05655",28.8429466670783,-0.495055795733603,0.352578280311807,-1.40410179349617,0.160288539636036,0.19144656776999
"AWJ11_02405",13.8604342548084,0.669135581067713,0.477879046345455,1.40021954547888,0.161447584594402,0.192671880336577
"AWJ11_03335",23.4983997812958,0.542205515755681,0.387178620586199,1.40040148635988,0.161393125182807,0.192671880336577
"AWJ11_12510",475.038901492548,0.150649767659149,0.10785064855447,1.39683691918703,0.162462617378891,0.193803303666328
"AWJ11_07120",12.8547833248391,0.695971568189275,0.499366567287188,1.39370877784259,0.1634055644567,0.194847838293238
"pyrG",3621.73424870898,-0.123391662014575,0.0888079699753447,-1.38942104012547,0.164704755987895,0.196316130077829
"AWJ11_10130",3384.87323889667,0.120317403570812,0.0868500985068504,1.38534562008956,0.165946810474654,0.197715137716611
"AWJ11_07980",8.33048178668917,0.844944284466414,0.611705392382163,1.38129284944824,0.167188935913818,0.199113078409296
"AWJ11_04675",19.7495832626235,-0.590343719425808,0.427667223815778,-1.38038102185756,0.167469360345876,0.199365005693528
"AWJ11_16950",860.285898893092,0.157800325100615,0.114361907313298,1.37983292520923,0.167638092516134,0.199483815683262
"AWJ11_12695",17.2995562000881,0.599825817037388,0.43913953513356,1.3659116728239,0.171966688508444,0.204473284131886
"AWJ11_16480",41.7010109208683,0.387953901240354,0.284029362357507,1.36589364571413,0.171972347469596,0.204473284131886
"AWJ11_12885",8.41189274124389,-0.902281682687117,0.662177208888745,-1.36259851679479,0.173009076553002,0.20562130432246
"AWJ11_15210",102.055342764115,-0.284461612011348,0.208798526040752,-1.36237365945691,0.173079992166383,0.20562130432246
"AWJ11_01925",2485.20272668457,0.146639117240285,0.107697323680529,1.36158552718796,0.173328725256161,0.205832306479823
"glpD",1049.95657947351,-0.14095488779587,0.103600357881105,-1.36056371501761,0.173651604885722,0.206131150344249
"AWJ11_16415",7.73469796150267,-0.962036561651386,0.708258442178074,-1.35831287614854,0.174364426246436,0.206892435242798
"AWJ11_16440",122.44523248006,0.257930105137801,0.190088130694164,1.35689747800608,0.174813788315455,0.207340616141363
"AWJ11_05705",14.2597604864672,-0.68512631889851,0.50723212790085,-1.35071554267247,0.176786571486597,0.209594566932492
"AWJ11_13720",306.644959636278,0.174230436583215,0.129469956908541,1.34572097452919,0.178392519446441,0.211411937460279
"AWJ11_12960",13.4327908640171,-0.7234874502957,0.538166469434253,-1.34435623805449,0.178833217922611,0.211847455042176
"AWJ11_04560",2404.70779285348,0.138243348467906,0.102962960216424,1.34265126194239,0.179384923186171,0.212414062070695
"AWJ11_02355",8.10157340918342,-0.944708061927514,0.705230322736472,-1.33957379804914,0.180383947062836,0.213509669856789
"AWJ11_16725",135.246352610001,0.235207257478907,0.175701888204399,1.33867233803022,0.180677365314346,0.21376954015524
"AWJ11_04475",23.2168849678455,-0.537605189762198,0.403044622638538,-1.33386022183538,0.18224967010849,0.21554170220432
